Time;Bundesland;BundeslandID;AnzEinwohner;AnzahlFaelle;AnzahlFaelleSum;AnzahlFaelle7Tage;SiebenTageInzidenzFaelle;AnzahlTotTaeglich;AnzahlTotSum;AnzahlGeheiltTaeglich;AnzahlGeheiltSum
20.03.2020 00:00:00;Kärnten;2;562089;5;84;77;13,6989;0;0;0;2
20.03.2020 00:00:00;Niederösterreich;3;1690879;75;405;325;19,22077;3;4;1;5
20.03.2020 00:00:00;Oberösterreich;4;1495608;110;521;414;27,68105;1;2;4;6
20.03.2020 00:00:00;Salzburg;5;560710;36;172;149;26,57345;0;0;1;4
20.03.2020 00:00:00;Steiermark;6;1247077;56;355;290;23,25438;0;4;0;1
20.03.2020 00:00:00;Tirol;7;760105;120;734;547;71,96375;0;2;2;7
20.03.2020 00:00:00;Vorarlberg;8;399237;34;229;201;50,34604;0;0;0;0
20.03.2020 00:00:00;Wien;9;1920949;69;372;289;15,04465;0;7;2;19
20.03.2020 00:00:00;Österreich;10;8932664;509;2907;2316;25,92732;5;20;10;44
21.03.2020 00:00:00;Burgenland;1;296010;18;53;41;13,85088;0;1;0;0
21.03.2020 00:00:00;Kärnten;2;562089;22;106;97;17,25705;2;2;1;3
21.03.2020 00:00:00;Niederösterreich;3;1690879;61;466;355;20,995;0;4;0;5
21.03.2020 00:00:00;Oberösterreich;4;1495608;96;617;459;30,68986;0;2;2;8
21.03.2020 00:00:00;Salzburg;5;560710;34;206;167;29,78367;0;0;3;7
21.03.2020 00:00:00;Steiermark;6;1247077;60;415;330;26,46188;2;6;0;1
21.03.2020 00:00:00;Tirol;7;760105;200;934;699;91,96098;0;2;2;9
21.03.2020 00:00:00;Vorarlberg;8;399237;35;264;210;52,60033;0;0;0;0
21.03.2020 00:00:00;Wien;9;1920949;22;394;296;15,40905;2;9;3;22
21.03.2020 00:00:00;Österreich;10;8932664;548;3455;2654;29,71118;6;26;11;55
22.03.2020 00:00:00;Burgenland;1;296010;12;65;53;17,9048;0;1;0;0
22.03.2020 00:00:00;Kärnten;2;562089;15;121;110;19,56985;0;2;0;3
22.03.2020 00:00:00;Niederösterreich;3;1690879;116;582;430;25,43056;3;7;1;6
22.03.2020 00:00:00;Oberösterreich;4;1495608;91;708;504;33,69867;0;2;2;10
22.03.2020 00:00:00;Salzburg;5;560710;136;342;288;51,36345;0;0;0;7
22.03.2020 00:00:00;Steiermark;6;1247077;41;456;342;27,42413;1;7;0;1
22.03.2020 00:00:00;Tirol;7;760105;80;1014;749;98,53902;2;4;5;14
22.03.2020 00:00:00;Vorarlberg;8;399237;45;309;249;62,36897;0;0;3;3
22.03.2020 00:00:00;Wien;9;1920949;82;476;349;18,1681;2;11;7;29
22.03.2020 00:00:00;Österreich;10;8932664;618;4073;3074;34,41302;8;34;18;73
23.03.2020 00:00:00;Burgenland;1;296010;22;87;74;24,99916;1;2;2;2
23.03.2020 00:00:00;Kärnten;2;562089;23;144;119;21,17102;0;2;0;3
23.03.2020 00:00:00;Niederösterreich;3;1690879;72;654;486;28,74245;2;9;6;12
23.03.2020 00:00:00;Oberösterreich;4;1495608;75;783;543;36,3063;0;2;8;18
23.03.2020 00:00:00;Salzburg;5;560710;50;392;334;59,56733;0;0;3;10
23.03.2020 00:00:00;Steiermark;6;1247077;50;506;358;28,70713;1;8;2;3
23.03.2020 00:00:00;Tirol;7;760105;214;1228;902;118,6678;3;7;16;30
23.03.2020 00:00:00;Vorarlberg;8;399237;60;369;270;67,62901;0;0;6;9
23.03.2020 00:00:00;Wien;9;1920949;121;597;449;23,37386;5;16;14;43
23.03.2020 00:00:00;Österreich;10;8932664;687;4760;3535;39,57386;12;46;57;130
24.03.2020 00:00:00;Burgenland;1;296010;2;89;74;24,99916;0;2;0;2
24.03.2020 00:00:00;Kärnten;2;562089;23;167;129;22,9501;0;2;7;10
24.03.2020 00:00:00;Niederösterreich;3;1690879;126;780;535;31,64035;3;12;19;31
24.03.2020 00:00:00;Oberösterreich;4;1495608;108;891;601;40,18433;1;3;8;26
24.03.2020 00:00:00;Salzburg;5;560710;89;481;415;74,01331;0;0;4;14
24.03.2020 00:00:00;Steiermark;6;1247077;85;591;397;31,83444;2;10;6;9
24.03.2020 00:00:00;Tirol;7;760105;128;1356;956;125,7721;3;10;32;62
24.03.2020 00:00:00;Vorarlberg;8;399237;49;418;297;74,3919;0;0;6;15
24.03.2020 00:00:00;Wien;9;1920949;113;710;508;26,44526;1;17;9;52
24.03.2020 00:00:00;Österreich;10;8932664;723;5483;3912;43,79433;10;56;91;221
25.03.2020 00:00:00;Burgenland;1;296010;2;91;68;22,9722;0;2;0;2
25.03.2020 00:00:00;Kärnten;2;562089;14;181;128;22,77219;0;2;2;12
25.03.2020 00:00:00;Niederösterreich;3;1690879;162;942;652;38,55983;3;15;7;38
25.03.2020 00:00:00;Oberösterreich;4;1495608;158;1049;696;46,53626;0;3;21;47
25.03.2020 00:00:00;Salzburg;5;560710;65;546;456;81,32546;1;1;4;18
25.03.2020 00:00:00;Steiermark;6;1247077;51;642;404;32,39576;3;13;3;12
25.03.2020 00:00:00;Tirol;7;760105;211;1567;1077;141,6909;0;10;36;98
25.03.2020 00:00:00;Vorarlberg;8;399237;21;439;287;71,88712;0;0;9;24
25.03.2020 00:00:00;Wien;9;1920949;70;780;526;27,3823;2;19;15;67
25.03.2020 00:00:00;Österreich;10;8932664;754;6237;4294;48,07077;9;65;97;318
26.03.2020 00:00:00;Burgenland;1;296010;31;122;91;30,7422;0;2;2;4
26.03.2020 00:00:00;Kärnten;2;562089;25;206;127;22,59429;0;2;5;17
